choice,confidence,rt,question,type,set,SID
1,60,6.254,52,2AFC,2,100
1,100,4.546,52,2AFC,2,101
0,58,4.356,52,2AFC,2,102
1,98,6.056,52,2AFC,2,103
1,58,7.278,52,2AFC,2,104
1,76,6.231,52,2AFC,2,105
1,65,5.101,67,2AFC,2,59
1,97,6.186,67,2AFC,2,60
1,60,4.001,67,2AFC,2,61
1,60,6.898,67,2AFC,2,62
1,82,11.902,67,2AFC,2,63
1,100,5.124,67,2AFC,2,64
1,86,8.484,67,2AFC,2,65
1,64,11.238,67,2AFC,2,66
1,88,5.887,67,2AFC,2,67
1,100,13.354,67,2AFC,2,68
1,67,4.964,67,2AFC,2,69
1,73,5.483,67,2AFC,2,70
0,92,4.086,67,2AFC,2,71
1,94,3.604,67,2AFC,2,72
1,83,5.559,67,2AFC,2,73
1,68,2.001,67,2AFC,2,74
1,87,2.088,67,2AFC,2,75
1,81,3.301,67,2AFC,2,76
0,85,2.441,67,2AFC,2,77
1,100,4.548,67,2AFC,2,78
1,94,4.195,67,2AFC,2,79
1,100,3.776,67,2AFC,2,80
1,63,6.284,67,2AFC,2,81
1,100,5.747,67,2AFC,2,82
1,100,5.584,67,2AFC,2,83
1,92,15.601,67,2AFC,2,84
0,86,4.567,67,2AFC,2,85
1,98,5.097,67,2AFC,2,86
1,95,4.415,67,2AFC,2,87
1,91,4.482,67,2AFC,2,88
1,96,6.157,67,2AFC,2,89
1,100,3.203,67,2AFC,2,90
0,100,19.022,67,2AFC,2,91
0,100,4.299,67,2AFC,2,92
1,100,12.963,67,2AFC,2,93
1,100,31.838,67,2AFC,2,94
1,90,4.012,67,2AFC,2,95
0,100,5.692,67,2AFC,2,96
1,100,5.282,67,2AFC,2,97
1,100,4.74,67,2AFC,2,98
1,100,9.3,67,2AFC,2,99
1,96,8.053,67,2AFC,2,100
1,100,4.13,67,2AFC,2,101
1,75,6.784,67,2AFC,2,102
1,99,4.492,67,2AFC,2,103
1,76,5.869,67,2AFC,2,104
1,100,4.605,67,2AFC,2,105
1,97,2.898,69,2AFC,2,59
1,90,22.585,69,2AFC,2,60
1,82,3.573,69,2AFC,2,61
0,94,16.614,69,2AFC,2,62
1,84,3.844,69,2AFC,2,63
1,100,22.691,69,2AFC,2,64
0,80,5.053,69,2AFC,2,65
0,79,4.077,69,2AFC,2,66
1,64,5.099,69,2AFC,2,67
1,100,3.199,69,2AFC,2,68
0,67,5.836,69,2AFC,2,69
1,83,10.285,69,2AFC,2,70
1,95,3.801,69,2AFC,2,71
1,100,10.292,69,2AFC,2,72
1,84,4.451,69,2AFC,2,73
0,86,4.837,69,2AFC,2,74
1,78,2.001,69,2AFC,2,75
0,78,4.101,69,2AFC,2,76
1,84,17.042,69,2AFC,2,77
0,100,3.931,69,2AFC,2,78
0,96,2.628,69,2AFC,2,79
1,87,3.901,69,2AFC,2,80
1,54,6.342,69,2AFC,2,81
1,100,3.456,69,2AFC,2,82
0,71,35.758,69,2AFC,2,83
0,97,3.662,69,2AFC,2,84
1,73,4.576,69,2AFC,2,85
0,88,5.934,69,2AFC,2,86
0,96,4.243,69,2AFC,2,87
0,94,4.613,69,2AFC,2,88
1,99,7.339,69,2AFC,2,89
0,85,5.622,69,2AFC,2,90
1,100,5.914,69,2AFC,2,91
0,95,6.193,69,2AFC,2,92
0,100,4.871,69,2AFC,2,93
1,100,3.328,69,2AFC,2,94
0,91,5.622,69,2AFC,2,95
1,100,2.393,69,2AFC,2,96
1,95,4.648,69,2AFC,2,97
1,100,3.081,69,2AFC,2,98
0,78,5.547,69,2AFC,2,99
1,51,7.212,69,2AFC,2,100
1,100,3.626,69,2AFC,2,101
1,100,11.453,69,2AFC,2,102
1,100,5.745,69,2AFC,2,103
1,95,6.066,69,2AFC,2,104
1,71,4.016,69,2AFC,2,105
0,62,1.9,71,2AFC,2,59
1,89,4.235,71,2AFC,2,60
0,88,7.902,71,2AFC,2,61
1,83,8.374,71,2AFC,2,62
1,85,21.368,71,2AFC,2,63
1,90,23.855,71,2AFC,2,64
1,73,4.507,71,2AFC,2,65
1,68,5.051,71,2AFC,2,66
0,80,3.973,71,2AFC,2,67
1,100,31.977,71,2AFC,2,68
1,76,5.884,71,2AFC,2,69
1,71,10.255,71,2AFC,2,70
1,89,10.837,71,2AFC,2,71
0,100,39.665,71,2AFC,2,72
0,91,4.173,71,2AFC,2,73
1,89,4.734,71,2AFC,2,74
1,80,5.7,71,2AFC,2,75
1,85,4.201,71,2AFC,2,76
1,88,1.839,71,2AFC,2,77
1,100,3.482,71,2AFC,2,78
1,96,8.901,71,2AFC,2,79
1,92,3.674,71,2AFC,2,80
1,99,9.581,71,2AFC,2,81
1,100,3.263,71,2AFC,2,82
1,100,7.101,71,2AFC,2,83
0,91,3.303,71,2AFC,2,84
0,88,7.101,71,2AFC,2,85
0,90,11.439,71,2AFC,2,86
1,93,4.828,71,2AFC,2,87
1,95,4.069,71,2AFC,2,88
1,96,10.908,71,2AFC,2,89
0,84,4.113,71,2AFC,2,90
0,100,4.44,71,2AFC,2,91
0,100,5.62,71,2AFC,2,92
1,100,9.898,71,2AFC,2,93
1,100,12.694,71,2AFC,2,94
1,85,4.486,71,2AFC,2,95
0,100,2.771,71,2AFC,2,96
0,93,3.223,71,2AFC,2,97
0,100,5.844,71,2AFC,2,98
1,100,15.419,71,2AFC,2,99
1,100,9.659,71,2AFC,2,100
1,100,8.347,71,2AFC,2,101
1,85,8.825,71,2AFC,2,102
1,97,23.713,71,2AFC,2,103
1,99,5.325,71,2AFC,2,104
1,100,9.145,71,2AFC,2,105
1,80,4.4,77,2AFC,2,59
0,93,7.584,77,2AFC,2,60
0,91,5.087,77,2AFC,2,61
1,91,6.034,77,2AFC,2,62
0,86,3.319,77,2AFC,2,63
0,97,9.312,77,2AFC,2,64
0,89,4.064,77,2AFC,2,65
1,97,3.49,77,2AFC,2,66
1,92,3.344,77,2AFC,2,67
1,100,16.763,77,2AFC,2,68
0,100,5.426,77,2AFC,2,69
0,96,6.285,77,2AFC,2,70
1,96,2.369,77,2AFC,2,71
1,94,8.157,77,2AFC,2,72
1,87,5.068,77,2AFC,2,73
1,83,7.979,77,2AFC,2,74
0,83,2.121,77,2AFC,2,75
1,79,3.299,77,2AFC,2,76
0,80,6.089,77,2AFC,2,77
0,100,3.288,77,2AFC,2,78
0,98,3.719,77,2AFC,2,79
0,100,3.556,77,2AFC,2,80
1,54,4.109,77,2AFC,2,81
1,100,4.774,77,2AFC,2,82
0,84,20.093,77,2AFC,2,83
0,100,14.004,77,2AFC,2,84
0,92,5.859,77,2AFC,2,85
0,90,11.224,77,2AFC,2,86
1,90,5.301,77,2AFC,2,87
0,95,3.192,77,2AFC,2,88
0,97,11.619,77,2AFC,2,89
0,86,5.432,77,2AFC,2,90
1,100,3.908,77,2AFC,2,91
0,95,5.74,77,2AFC,2,92
0,100,3.866,77,2AFC,2,93
1,100,21.074,77,2AFC,2,94
0,92,4.028,77,2AFC,2,95
0,100,2.6,77,2AFC,2,96
0,98,6.165,77,2AFC,2,97
1,100,4.416,77,2AFC,2,98
0,89,17.699,77,2AFC,2,99
1,84,12.681,77,2AFC,2,100
1,100,5.657,77,2AFC,2,101
1,100,5.1,77,2AFC,2,102
1,100,4.32,77,2AFC,2,103
0,92,4.992,77,2AFC,2,104
1,100,3.032,77,2AFC,2,105
0,89,2.601,83,2AFC,2,59
0,60,4.677,83,2AFC,2,60
0,56,3.705,83,2AFC,2,61
0,75,15.433,83,2AFC,2,62
0,64,3.855,83,2AFC,2,63
1,93,3.862,83,2AFC,2,64
0,79,8.481,83,2AFC,2,65
1,77,4.657,83,2AFC,2,66
1,60,10.866,83,2AFC,2,67
1,73,8.955,83,2AFC,2,68
0,51,6.3,83,2AFC,2,69
0,55,8.109,83,2AFC,2,70
1,92,8.748,83,2AFC,2,71
1,87,6.7,83,2AFC,2,72
1,86,4.242,83,2AFC,2,73
0,66,5.22,83,2AFC,2,74
0,80,3.229,83,2AFC,2,75
0,77,5.262,83,2AFC,2,76
1,86,10.25,83,2AFC,2,77
0,100,6.47,83,2AFC,2,78
1,99,6.818,83,2AFC,2,79
1,98,6.75,83,2AFC,2,80
1,66,7.876,83,2AFC,2,81
1,67,3.555,83,2AFC,2,82
1,55,17.66,83,2AFC,2,83
1,70,4.697,83,2AFC,2,84
1,89,5.929,83,2AFC,2,85
0,97,4.269,83,2AFC,2,86
0,98,3.201,83,2AFC,2,87
0,80,6.788,83,2AFC,2,88
0,97,10.846,83,2AFC,2,89
0,75,7.665,83,2AFC,2,90
0,90,7.339,83,2AFC,2,91
1,63,2.375,83,2AFC,2,92
0,100,5.194,83,2AFC,2,93
1,100,30.5,83,2AFC,2,94
1,85,4.585,83,2AFC,2,95
0,100,3.249,83,2AFC,2,96
0,89,6.063,83,2AFC,2,97
0,100,9.359,83,2AFC,2,98
1,100,15.934,83,2AFC,2,99
1,96,9.607,83,2AFC,2,100
1,100,7.3,83,2AFC,2,101
1,78,7.05,83,2AFC,2,102
1,100,4.451,83,2AFC,2,103
0,95,5.144,83,2AFC,2,104
1,100,5.378,83,2AFC,2,105
0,60,3.389,18,2AFC,2,59
0,91,24.6,18,2AFC,2,60
0,77,5.071,18,2AFC,2,61
1,100,6.001,18,2AFC,2,62
0,82,3.417,18,2AFC,2,63
0,89,4.678,18,2AFC,2,64
1,80,2.281,18,2AFC,2,65
0,84,3.247,18,2AFC,2,66
0,75,3.3,18,2AFC,2,67
1,100,9.593,18,2AFC,2,68
0,51,3.2,18,2AFC,2,69
1,77,8.094,18,2AFC,2,70
0,96,1.901,18,2AFC,2,71
0,91,5.303,18,2AFC,2,72
0,79,2.685,18,2AFC,2,73
0,88,4.191,18,2AFC,2,74
0,81,3.987,18,2AFC,2,75
0,86,12.681,18,2AFC,2,76
0,85,2.66,18,2AFC,2,77
0,100,1.99,18,2AFC,2,78
0,98,3.594,18,2AFC,2,79
0,94,7.097,18,2AFC,2,80
1,95,3.119,18,2AFC,2,81
1,100,6.301,18,2AFC,2,82
0,74,4.2,18,2AFC,2,83
0,100,23.161,18,2AFC,2,84
0,92,3.405,18,2AFC,2,85
0,90,5.233,18,2AFC,2,86
0,95,3.276,18,2AFC,2,87
1,89,2.744,18,2AFC,2,88
0,95,7.4,18,2AFC,2,89
0,95,1.853,18,2AFC,2,90
1,81,4.252,18,2AFC,2,91
1,84,2.672,18,2AFC,2,92
1,100,4.3,18,2AFC,2,93
0,99,4.885,18,2AFC,2,94
1,93,3.489,18,2AFC,2,95
0,100,3.544,18,2AFC,2,96
0,100,3.997,18,2AFC,2,97
0,100,6.387,18,2AFC,2,98
0,99,9.506,18,2AFC,2,99
0,67,8.472,18,2AFC,2,100
1,100,5.501,18,2AFC,2,101
1,100,10.417,18,2AFC,2,102
1,100,78.297,18,2AFC,2,103
1,90,12.353,18,2AFC,2,104
0,68,7.284,18,2AFC,2,105
0,83,3.373,16,2AFC,2,59
0,84,4.071,16,2AFC,2,60
0,87,6.562,16,2AFC,2,61
1,82,35.839,16,2AFC,2,62
0,76,3.411,16,2AFC,2,63
0,58,2.555,16,2AFC,2,64
0,67,6.933,16,2AFC,2,65
0,63,3.247,16,2AFC,2,66
0,63,2.285,16,2AFC,2,67
0,100,12.86,16,2AFC,2,68
0,84,14.363,16,2AFC,2,69
1,79,5.778,16,2AFC,2,70
1,80,3.154,16,2AFC,2,71
1,92,4.49,16,2AFC,2,72
0,85,2.08,16,2AFC,2,73
0,71,2.806,16,2AFC,2,74
0,79,2.369,16,2AFC,2,75
0,80,2.901,16,2AFC,2,76
1,93,2.764,16,2AFC,2,77
0,100,3.4,16,2AFC,2,78
0,97,4.598,16,2AFC,2,79
1,94,8.901,16,2AFC,2,80
1,53,3.378,16,2AFC,2,81
1,93,4.055,16,2AFC,2,82
0,72,4.894,16,2AFC,2,83
1,99,2.796,16,2AFC,2,84
1,90,2.469,16,2AFC,2,85
1,96,7.767,16,2AFC,2,86
0,93,5.41,16,2AFC,2,87
1,96,2.274,16,2AFC,2,88
0,96,4.042,16,2AFC,2,89
0,91,3.96,16,2AFC,2,90
1,100,3.917,16,2AFC,2,91
0,88,3.803,16,2AFC,2,92
0,100,6.143,16,2AFC,2,93
0,100,5.026,16,2AFC,2,94
1,91,16.313,16,2AFC,2,95
0,100,2.549,16,2AFC,2,96
0,100,2.449,16,2AFC,2,97
1,100,3.27,16,2AFC,2,98
1,86,6.418,16,2AFC,2,99
1,59,5.709,16,2AFC,2,100
0,100,3.308,16,2AFC,2,101
0,64,6.734,16,2AFC,2,102
1,100,5.459,16,2AFC,2,103
1,90,6.429,16,2AFC,2,104
0,69,3.715,16,2AFC,2,105
0,77,1.972,17,2AFC,2,59
0,94,6.154,17,2AFC,2,60
0,93,5.289,17,2AFC,2,61
1,96,4.361,17,2AFC,2,62
0,91,5.012,17,2AFC,2,63
1,92,3.301,17,2AFC,2,64
0,77,3.85,17,2AFC,2,65
1,100,3.861,17,2AFC,2,66
1,75,2.102,17,2AFC,2,67
1,87,6.435,17,2AFC,2,68
1,84,4.333,17,2AFC,2,69
1,70,9.511,17,2AFC,2,70
1,92,3.571,17,2AFC,2,71
0,79,11.185,17,2AFC,2,72
0,87,3.173,17,2AFC,2,73
1,86,4.201,17,2AFC,2,74
0,81,2.085,17,2AFC,2,75
1,80,5.801,17,2AFC,2,76
1,85,4.283,17,2AFC,2,77
0,100,5.329,17,2AFC,2,78
0,98,3.083,17,2AFC,2,79
1,97,12.75,17,2AFC,2,80
0,74,9.385,17,2AFC,2,81
0,93,4.279,17,2AFC,2,82
1,73,7.798,17,2AFC,2,83
1,95,25.088,17,2AFC,2,84
1,90,6.8,17,2AFC,2,85
1,98,9.861,17,2AFC,2,86
0,97,3.694,17,2AFC,2,87
1,85,3.962,17,2AFC,2,88
0,97,4.503,17,2AFC,2,89
0,91,2.1,17,2AFC,2,90
1,100,4.408,17,2AFC,2,91
1,100,12.061,17,2AFC,2,92
0,100,10.325,17,2AFC,2,93
1,100,6.481,17,2AFC,2,94
1,83,7.006,17,2AFC,2,95
0,100,2.601,17,2AFC,2,96
1,100,6.176,17,2AFC,2,97
0,100,7.519,17,2AFC,2,98
0,77,9.523,17,2AFC,2,99
1,97,11.238,17,2AFC,2,100
1,100,3.6,17,2AFC,2,101
1,74,3.895,17,2AFC,2,102
0,100,64.785,17,2AFC,2,103
1,59,11.208,17,2AFC,2,104
0,72,4.217,17,2AFC,2,105
0,71,9.151,10,2AFC,2,59
0,90,6.515,10,2AFC,2,60
0,96,3.442,10,2AFC,2,61
0,86,23.506,10,2AFC,2,62
1,91,2.536,10,2AFC,2,63
0,87,2.965,10,2AFC,2,64
1,66,4.153,10,2AFC,2,65
1,66,5.673,10,2AFC,2,66
0,88,2.33,10,2AFC,2,67
0,78,19.961,10,2AFC,2,68
0,100,9.06,10,2AFC,2,69
1,77,7.385,10,2AFC,2,70
0,91,5.486,10,2AFC,2,71
1,94,3.002,10,2AFC,2,72
0,71,2.106,10,2AFC,2,73
1,82,3.201,10,2AFC,2,74
1,82,3.167,10,2AFC,2,75
1,88,3.385,10,2AFC,2,76
1,91,3.259,10,2AFC,2,77
1,100,3.779,10,2AFC,2,78
0,93,3.225,10,2AFC,2,79
1,89,4.157,10,2AFC,2,80
0,56,5.173,10,2AFC,2,81
0,91,4.072,10,2AFC,2,82
1,83,15.664,10,2AFC,2,83
1,100,3.001,10,2AFC,2,84
1,89,6.413,10,2AFC,2,85
1,96,4.587,10,2AFC,2,86
0,97,7.003,10,2AFC,2,87
1,100,2.785,10,2AFC,2,88
0,96,3.824,10,2AFC,2,89
1,88,4.876,10,2AFC,2,90
1,80,5.023,10,2AFC,2,91
1,100,3.142,10,2AFC,2,92
0,100,4,10,2AFC,2,93
1,100,28.401,10,2AFC,2,94
1,85,4.773,10,2AFC,2,95
1,100,2.461,10,2AFC,2,96
0,100,4.66,10,2AFC,2,97
0,96,4.121,10,2AFC,2,98
0,79,7.423,10,2AFC,2,99
0,93,6.451,10,2AFC,2,100
0,100,6.959,10,2AFC,2,101
0,95,3.879,10,2AFC,2,102
1,80,5.253,10,2AFC,2,103
0,99,5.276,10,2AFC,2,104
1,100,4.146,10,2AFC,2,105
1,87,2.853,72,2AFC,2,59
0,92,7.897,72,2AFC,2,60
0,79,7.202,72,2AFC,2,61
0,91,5.839,72,2AFC,2,62
0,87,3.603,72,2AFC,2,63
1,89,8.004,72,2AFC,2,64
0,81,6.306,72,2AFC,2,65
0,81,4.383,72,2AFC,2,66
0,69,11.331,72,2AFC,2,67
1,77,15.472,72,2AFC,2,68
1,100,7.321,72,2AFC,2,69
0,73,11.266,72,2AFC,2,70
0,93,3.701,72,2AFC,2,71
1,92,13.64,72,2AFC,2,72
1,81,4.674,72,2AFC,2,73
1,60,4.656,72,2AFC,2,74
1,82,1.87,72,2AFC,2,75
1,79,7.583,72,2AFC,2,76
1,86,4.3,72,2AFC,2,77
0,87,3.9,72,2AFC,2,78
0,100,4.265,72,2AFC,2,79
1,94,2.788,72,2AFC,2,80
0,55,7.778,72,2AFC,2,81
1,69,5.864,72,2AFC,2,82
0,74,8.236,72,2AFC,2,83
1,100,2.468,72,2AFC,2,84
1,92,4.329,72,2AFC,2,85
1,95,4.1,72,2AFC,2,86
1,88,5.95,72,2AFC,2,87
0,91,4.475,72,2AFC,2,88
1,98,8.459,72,2AFC,2,89
0,90,4.872,72,2AFC,2,90
1,82,2.726,72,2AFC,2,91
1,100,7.506,72,2AFC,2,92
0,100,5.546,72,2AFC,2,93
0,100,2.794,72,2AFC,2,94
1,84,6.052,72,2AFC,2,95
1,100,2.88,72,2AFC,2,96
0,100,6.02,72,2AFC,2,97
1,100,7.025,72,2AFC,2,98
0,93,17.224,72,2AFC,2,99
0,67,12.126,72,2AFC,2,100
0,100,4.82,72,2AFC,2,101
0,68,4.835,72,2AFC,2,102
1,100,11.649,72,2AFC,2,103
0,88,4.512,72,2AFC,2,104
0,70,5.408,72,2AFC,2,105
1,96,5.545,73,2AFC,2,59
1,90,7.943,73,2AFC,2,60
0,70,5.104,73,2AFC,2,61
0,92,10.169,73,2AFC,2,62
0,86,3.605,73,2AFC,2,63
1,83,7.247,73,2AFC,2,64
0,61,4.251,73,2AFC,2,65
1,61,7.467,73,2AFC,2,66
0,83,4.125,73,2AFC,2,67
1,100,10.83,73,2AFC,2,68
0,100,5.001,73,2AFC,2,69
0,99,14.956,73,2AFC,2,70
0,91,15.065,73,2AFC,2,71
0,88,13.301,73,2AFC,2,72
1,87,3.725,73,2AFC,2,73
1,76,3.992,73,2AFC,2,74
1,77,5.371,73,2AFC,2,75
0,81,16.573,73,2AFC,2,76
0,90,3.266,73,2AFC,2,77
1,100,8.118,73,2AFC,2,78
1,95,9.728,73,2AFC,2,79
1,100,5.411,73,2AFC,2,80
0,63,6.893,73,2AFC,2,81
1,92,4.501,73,2AFC,2,82
0,89,10.149,73,2AFC,2,83
0,90,7.665,73,2AFC,2,84
0,89,11.9,73,2AFC,2,85
0,98,5.4,73,2AFC,2,86
0,100,5.194,73,2AFC,2,87
1,88,8.935,73,2AFC,2,88
1,98,10.101,73,2AFC,2,89
0,96,1.461,73,2AFC,2,90
0,100,15.014,73,2AFC,2,91
1,90,7.676,73,2AFC,2,92
1,100,8.948,73,2AFC,2,93
0,100,23.719,73,2AFC,2,94
1,83,4.709,73,2AFC,2,95
1,100,4.8,73,2AFC,2,96
1,100,4.846,73,2AFC,2,97
0,100,9.873,73,2AFC,2,98
0,84,11.617,73,2AFC,2,99
0,100,8.288,73,2AFC,2,100
1,100,7.887,73,2AFC,2,101
1,88,7.248,73,2AFC,2,102
1,100,5,73,2AFC,2,103
0,92,15.859,73,2AFC,2,104
1,100,8.989,73,2AFC,2,105
0,94,2.976,84,2AFC,2,59
0,88,20.486,84,2AFC,2,60
1,58,3.95,84,2AFC,2,61
0,94,4.7,84,2AFC,2,62
1,90,3.802,84,2AFC,2,63
0,73,6.053,84,2AFC,2,64
0,78,8.599,84,2AFC,2,65
1,84,3.303,84,2AFC,2,66
1,71,4.501,84,2AFC,2,67
0,83,27.298,84,2AFC,2,68
1,100,7.447,84,2AFC,2,69
0,86,8.788,84,2AFC,2,70
0,91,2.057,84,2AFC,2,71
0,87,8.938,84,2AFC,2,72
0,84,6.9,84,2AFC,2,73
0,61,3.702,84,2AFC,2,74
0,87,4.101,84,2AFC,2,75
0,76,3.6,84,2AFC,2,76
1,84,4.275,84,2AFC,2,77
1,86,2.927,84,2AFC,2,78
0,96,5.424,84,2AFC,2,79
1,97,6.152,84,2AFC,2,80
0,91,9.102,84,2AFC,2,81
0,100,4.153,84,2AFC,2,82
0,66,11.942,84,2AFC,2,83
0,87,5.034,84,2AFC,2,84
0,90,7.745,84,2AFC,2,85
0,94,3.089,84,2AFC,2,86
1,93,7.498,84,2AFC,2,87
0,85,4.5,84,2AFC,2,88
0,97,11.084,84,2AFC,2,89
0,92,5.063,84,2AFC,2,90
0,100,11.024,84,2AFC,2,91
0,96,3.31,84,2AFC,2,92
0,99,4.79,84,2AFC,2,93
0,100,6.503,84,2AFC,2,94
0,86,17.424,84,2AFC,2,95
1,100,8.66,84,2AFC,2,96
0,100,4.101,84,2AFC,2,97
0,83,3.7,84,2AFC,2,98
0,65,7.962,84,2AFC,2,99
0,66,5.149,84,2AFC,2,100
0,100,5.299,84,2AFC,2,101
0,100,5.464,84,2AFC,2,102
0,81,4.108,84,2AFC,2,103
0,76,4.667,84,2AFC,2,104
0,69,22.183,84,2AFC,2,105
0,59,2,85,2AFC,2,59
1,86,5.786,85,2AFC,2,60
1,86,3.736,85,2AFC,2,61
0,86,5.169,85,2AFC,2,62
1,98,32.787,85,2AFC,2,63
1,90,4.2,85,2AFC,2,64
0,80,2.365,85,2AFC,2,65
0,78,3.851,85,2AFC,2,66
1,73,1.854,85,2AFC,2,67
1,100,3.66,85,2AFC,2,68
0,100,2.682,85,2AFC,2,69
0,72,6.563,85,2AFC,2,70
1,92,3.6,85,2AFC,2,71
1,98,12.353,85,2AFC,2,72
1,87,4.969,85,2AFC,2,73
0,73,2.638,85,2AFC,2,74
0,77,6.763,85,2AFC,2,75
1,75,5.477,85,2AFC,2,76
1,86,5.002,85,2AFC,2,77
0,93,1.399,85,2AFC,2,78
0,97,2.595,85,2AFC,2,79
0,95,6.157,85,2AFC,2,80
1,91,4.288,85,2AFC,2,81
0,100,2.888,85,2AFC,2,82
0,63,7.6,85,2AFC,2,83
0,100,3.282,85,2AFC,2,84
1,91,2.7,85,2AFC,2,85
0,84,6.101,85,2AFC,2,86
0,95,4.2,85,2AFC,2,87
0,90,3.344,85,2AFC,2,88
1,97,99.501,85,2AFC,2,89
1,83,1.861,85,2AFC,2,90
1,100,2.676,85,2AFC,2,91
1,99,6.809,85,2AFC,2,92
1,100,3.2,85,2AFC,2,93
0,100,6.879,85,2AFC,2,94
1,100,22.759,85,2AFC,2,95
0,100,2.389,85,2AFC,2,96
0,86,28.853,85,2AFC,2,97
1,100,4.659,85,2AFC,2,98
1,100,4.459,85,2AFC,2,99
0,76,4.599,85,2AFC,2,100
0,100,3.358,85,2AFC,2,101
0,85,2.901,85,2AFC,2,102
0,83,6.215,85,2AFC,2,103
0,87,3.382,85,2AFC,2,104
0,73,3.09,85,2AFC,2,105
0,76,3.558,86,2AFC,2,59
1,98,5.646,86,2AFC,2,60
0,100,3.829,86,2AFC,2,61
1,97,3.159,86,2AFC,2,62
0,100,37.496,86,2AFC,2,63
1,91,23.376,86,2AFC,2,64
1,71,4.532,86,2AFC,2,65
0,88,3.859,86,2AFC,2,66
0,100,3.837,86,2AFC,2,67
1,100,14.238,86,2AFC,2,68
1,100,4.153,86,2AFC,2,69
0,96,5.913,86,2AFC,2,70
0,87,2.903,86,2AFC,2,71
0,88,11.988,86,2AFC,2,72
1,100,1.695,86,2AFC,2,73
1,94,3.068,86,2AFC,2,74
1,79,2.342,86,2AFC,2,75
0,80,3.783,86,2AFC,2,76
1,79,6.466,86,2AFC,2,77
0,79,3.565,86,2AFC,2,78
0,95,4,86,2AFC,2,79
0,94,3.845,86,2AFC,2,80
0,75,3.35,86,2AFC,2,81
0,100,2.9,86,2AFC,2,82
0,71,8.08,86,2AFC,2,83
0,100,12.5,86,2AFC,2,84
1,83,2.868,86,2AFC,2,85
1,95,5.593,86,2AFC,2,86
0,95,11.415,86,2AFC,2,87
0,95,3.047,86,2AFC,2,88
0,98,5.26,86,2AFC,2,89
1,94,2.213,86,2AFC,2,90
0,89,3.393,86,2AFC,2,91
1,99,6.458,86,2AFC,2,92
1,100,5.3,86,2AFC,2,93
0,100,6.974,86,2AFC,2,94
1,81,12.731,86,2AFC,2,95
0,100,2.828,86,2AFC,2,96
1,93,2.688,86,2AFC,2,97
1,100,6.27,86,2AFC,2,98
1,100,6.005,86,2AFC,2,99
0,100,6.969,86,2AFC,2,100
1,100,6.469,86,2AFC,2,101
1,100,4.2,86,2AFC,2,102
0,100,5.572,86,2AFC,2,103
0,81,4.633,86,2AFC,2,104
1,100,3.893,86,2AFC,2,105
1,100,2.701,87,2AFC,2,59
1,92,15.487,87,2AFC,2,60
1,100,5.353,87,2AFC,2,61
1,57,21.874,87,2AFC,2,62
1,65,3.143,87,2AFC,2,63
1,57,16.63,87,2AFC,2,64
1,67,5.45,87,2AFC,2,65
1,68,3.449,87,2AFC,2,66
0,82,3.1,87,2AFC,2,67
0,100,3.562,87,2AFC,2,68
0,51,11.849,87,2AFC,2,69
1,64,6.658,87,2AFC,2,70
1,99,3.689,87,2AFC,2,71
1,86,5.805,87,2AFC,2,72
1,86,4.021,87,2AFC,2,73
0,53,4.298,87,2AFC,2,74
1,77,1.772,87,2AFC,2,75
1,78,3.291,87,2AFC,2,76
1,82,4.363,87,2AFC,2,77
1,92,1.612,87,2AFC,2,78
1,98,3.371,87,2AFC,2,79
1,87,5.301,87,2AFC,2,80
1,62,3.7,87,2AFC,2,81
1,93,4.185,87,2AFC,2,82
0,70,27.201,87,2AFC,2,83
1,89,2.306,87,2AFC,2,84
1,91,1.694,87,2AFC,2,85
1,92,7.624,87,2AFC,2,86
0,97,3.484,87,2AFC,2,87
1,91,3.57,87,2AFC,2,88
1,100,4.213,87,2AFC,2,89
0,89,31.501,87,2AFC,2,90
0,80,2.496,87,2AFC,2,91
1,65,3.016,87,2AFC,2,92
1,100,5.8,87,2AFC,2,93
0,100,2.831,87,2AFC,2,94
0,79,17.569,87,2AFC,2,95
0,100,3.296,87,2AFC,2,96
1,100,2.085,87,2AFC,2,97
0,100,3.892,87,2AFC,2,98
1,73,8.78,87,2AFC,2,99
0,51,5.095,87,2AFC,2,100
0,100,3.365,87,2AFC,2,101
1,100,4.471,87,2AFC,2,102
1,89,5.068,87,2AFC,2,103
1,82,5.621,87,2AFC,2,104
1,100,5.088,87,2AFC,2,105
0,91,3.003,88,2AFC,2,59
1,58,5.462,88,2AFC,2,60
1,55,4.751,88,2AFC,2,61
0,83,6.16,88,2AFC,2,62
0,95,8.115,88,2AFC,2,63
1,66,4.147,88,2AFC,2,64
0,72,6.902,88,2AFC,2,65
1,66,2.354,88,2AFC,2,66
0,96,1.606,88,2AFC,2,67
0,95,32.182,88,2AFC,2,68
0,100,10.173,88,2AFC,2,69
0,66,7.947,88,2AFC,2,70
0,93,5.765,88,2AFC,2,71
0,94,4.187,88,2AFC,2,72
1,75,2.349,88,2AFC,2,73
0,86,8.25,88,2AFC,2,74
1,82,3.8,88,2AFC,2,75
0,88,4.4,88,2AFC,2,76
0,91,6.971,88,2AFC,2,77
0,88,2.874,88,2AFC,2,78
0,97,3.02,88,2AFC,2,79
1,100,4.87,88,2AFC,2,80
0,100,7.101,88,2AFC,2,81
1,100,5.901,88,2AFC,2,82
0,71,12.661,88,2AFC,2,83
